Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
Wasabi Coated Green Peas,36,33,40,46,39,39,26,44,34,34,43,46,36,28,27,44,32,32,39,32,36,39,31,25,33,22,24,22,24,28,27,18,24,27,34,27,35,38,52,32,25,25,22,24,29,35,33,32,34,32,19,18,18,52,0.53,0.44,0.65,0.82,0.62,0.62,0.24,0.76,0.47,0.47,0.74,0.82,0.53,0.29,0.26,0.76,0.41,0.41,0.62,0.41,0.53,0.62,0.38,0.21,0.44,0.12,0.18,0.12,0.18,0.29,0.26,0,0.18,0.26,0.47,0.26,0.5,0.59,1,0.41,0.21,0.21,0.12,0.18,0.32,0.5,0.44,0.41,0.47,0.41,0.03,0
Hair Spa Detoxifying Shampoo,40,35,49,31,34,45,40,42,42,41,42,34,37,39,37,29,51,43,33,26,39,33,25,35,23,24,23,26,37,29,29,30,39,39,27,32,33,39,39,22,21,31,29,39,34,35,45,28,33,38,23,33,21,51,0.63,0.47,0.93,0.33,0.43,0.8,0.63,0.7,0.7,0.67,0.7,0.43,0.53,0.6,0.53,0.27,1,0.73,0.4,0.17,0.6,0.4,0.13,0.47,0.07,0.1,0.07,0.17,0.53,0.27,0.27,0.3,0.6,0.6,0.2,0.37,0.4,0.6,0.6,0.03,0,0.33,0.27,0.6,0.43,0.47,0.8,0.23,0.4,0.57,0.07,0.4
Fruit Power Juice- Mixed Berries,38,31,31,41,41,36,37,27,40,34,45,33,22,37,43,32,52,29,37,28,29,27,33,36,27,21,32,39,23,32,25,45,31,46,27,28,32,34,25,21,30,36,28,21,30,34,31,33,25,36,19,22,19,52,0.58,0.36,0.36,0.67,0.67,0.52,0.55,0.24,0.64,0.45,0.79,0.42,0.09,0.55,0.73,0.39,1,0.3,0.55,0.27,0.3,0.24,0.42,0.52,0.24,0.06,0.39,0.61,0.12,0.39,0.18,0.79,0.36,0.82,0.24,0.27,0.39,0.45,0.18,0.06,0.33,0.52,0.27,0.06,0.33,0.45,0.36,0.42,0.18,0.52,0,0.09
Nilgiris Green Tea - Zoho Lemongrass,31,27,37,29,34,39,28,28,30,32,38,37,39,30,40,32,42,29,31,38,35,27,38,36,35,26,22,23,27,31,29,24,30,25,25,27,24,35,30,34,24,21,31,36,27,25,27,34,27,37,31,19,19,42,0.52,0.35,0.78,0.43,0.65,0.87,0.39,0.39,0.48,0.57,0.83,0.78,0.87,0.48,0.91,0.57,1,0.43,0.52,0.83,0.7,0.35,0.83,0.74,0.7,0.3,0.13,0.17,0.35,0.52,0.43,0.22,0.48,0.26,0.26,0.35,0.22,0.7,0.48,0.65,0.22,0.09,0.52,0.74,0.35,0.26,0.35,0.65,0.35,0.78,0.52,0
Borosilicate Glass Round Food Container With Dark Blue Lid,31,33,29,38,36,27,38,62,39,39,38,34,33,36,35,35,52,31,37,50,32,27,35,29,26,29,20,19,20,25,47,35,33,26,26,30,26,16,38,43,34,26,22,26,37,42,28,35,27,31,25,30,16,62,0.33,0.37,0.28,0.48,0.43,0.24,0.48,1,0.5,0.5,0.48,0.39,0.37,0.43,0.41,0.41,0.78,0.33,0.46,0.74,0.35,0.24,0.41,0.28,0.22,0.28,0.09,0.07,0.09,0.2,0.67,0.41,0.37,0.22,0.22,0.3,0.22,0,0.48,0.59,0.39,0.22,0.13,0.22,0.46,0.57,0.26,0.41,0.24,0.33,0.2,0.3
Cloth Clip,29,33,39,40,40,37,37,37,26,42,34,32,25,36,46,41,35,31,30,36,30,34,34,30,24,33,29,27,41,23,23,23,21,42,35,35,27,25,32,41,37,37,25,19,40,31,39,21,37,40,27,25,19,46,0.37,0.52,0.74,0.78,0.78,0.67,0.67,0.67,0.26,0.85,0.56,0.48,0.22,0.63,1,0.81,0.59,0.44,0.41,0.63,0.41,0.56,0.56,0.41,0.19,0.52,0.37,0.3,0.81,0.15,0.15,0.15,0.07,0.85,0.59,0.59,0.3,0.22,0.48,0.81,0.67,0.67,0.22,0,0.78,0.44,0.74,0.07,0.67,0.78,0.3,0.22
Original Soap,38,27,36,36,35,39,33,29,41,31,37,37,30,35,25,28,42,30,39,30,45,35,32,30,29,25,25,26,26,25,35,24,27,27,44,43,22,35,31,33,35,25,40,43,36,34,32,18,26,35,29,23,18,45,0.74,0.33,0.67,0.67,0.63,0.78,0.56,0.41,0.85,0.48,0.7,0.7,0.44,0.63,0.26,0.37,0.89,0.44,0.78,0.44,1,0.63,0.52,0.44,0.41,0.26,0.26,0.3,0.3,0.26,0.63,0.22,0.33,0.33,0.96,0.93,0.15,0.63,0.48,0.56,0.63,0.26,0.81,0.93,0.67,0.59,0.52,0,0.3,0.63,0.41,0.19
Daily Defence Instant Fairness Cream,5,10,13,6,12,10,15,17,9,13,11,11,8,9,12,2,8,13,9,11,5,10,11,6,7,11,11,12,7,6,8,8,11,6,5,8,8,7,8,10,6,13,10,8,8,11,3,8,6,6,10,4,2,17,0.2,0.53,0.73,0.27,0.67,0.53,0.87,1,0.47,0.73,0.6,0.6,0.4,0.47,0.67,0,0.4,0.73,0.47,0.6,0.2,0.53,0.6,0.27,0.33,0.6,0.6,0.67,0.33,0.27,0.4,0.4,0.6,0.27,0.2,0.4,0.4,0.33,0.4,0.53,0.27,0.73,0.53,0.4,0.4,0.6,0.07,0.4,0.27,0.27,0.53,0.13
Kashmiri Kahwa Green Tea,11,6,11,15,7,12,8,6,8,17,17,11,6,3,11,14,12,12,13,12,6,9,7,10,3,7,6,10,6,9,14,7,8,12,5,8,11,11,9,12,6,7,11,15,8,7,12,6,9,6,7,10,3,17,0.57,0.21,0.57,0.86,0.29,0.64,0.36,0.21,0.36,1,1,0.57,0.21,0,0.57,0.79,0.64,0.64,0.71,0.64,0.21,0.43,0.29,0.5,0,0.29,0.21,0.5,0.21,0.43,0.79,0.29,0.36,0.64,0.14,0.36,0.57,0.57,0.43,0.64,0.21,0.29,0.57,0.86,0.36,0.29,0.64,0.21,0.43,0.21,0.29,0.5
Cookies - Atta Desi Ghee,10,6,8,13,9,16,11,5,8,12,12,10,13,7,11,6,9,9,9,7,5,8,9,8,10,7,8,9,6,4,7,5,6,8,15,4,9,6,18,6,7,8,7,12,9,10,9,10,13,11,8,11,4,18,0.43,0.14,0.29,0.64,0.36,0.86,0.5,0.07,0.29,0.57,0.57,0.43,0.64,0.21,0.5,0.14,0.36,0.36,0.36,0.21,0.07,0.29,0.36,0.29,0.43,0.21,0.29,0.36,0.14,0,0.21,0.07,0.14,0.29,0.79,0,0.36,0.14,1,0.14,0.21,0.29,0.21,0.57,0.36,0.43,0.36,0.43,0.64,0.5,0.29,0.5
Biscuits - Badam Pista,12,11,12,9,11,8,8,12,13,13,12,11,11,12,5,6,8,14,12,13,10,12,6,9,7,8,5,6,18,5,7,7,12,11,9,5,6,11,6,9,4,10,7,14,6,14,12,13,12,8,18,12,4,18,0.57,0.5,0.57,0.36,0.5,0.29,0.29,0.57,0.64,0.64,0.57,0.5,0.5,0.57,0.07,0.14,0.29,0.71,0.57,0.64,0.43,0.57,0.14,0.36,0.21,0.29,0.07,0.14,1,0.07,0.21,0.21,0.57,0.5,0.36,0.07,0.14,0.5,0.14,0.36,0,0.43,0.21,0.71,0.14,0.71,0.57,0.64,0.57,0.29,1,0.57
Gulabari Moisturising Cold Cream,7,6,13,9,11,5,14,10,7,4,7,12,14,9,7,10,9,8,11,5,3,8,7,12,8,8,8,11,12,9,9,4,6,10,9,9,3,13,6,6,9,8,12,8,4,6,7,6,13,8,9,8,3,14,0.36,0.27,0.91,0.55,0.73,0.18,1,0.64,0.36,0.09,0.36,0.82,1,0.55,0.36,0.64,0.55,0.45,0.73,0.18,0,0.45,0.36,0.82,0.45,0.45,0.45,0.73,0.82,0.55,0.55,0.09,0.27,0.64,0.55,0.55,0,0.91,0.27,0.27,0.55,0.45,0.82,0.45,0.09,0.27,0.36,0.27,0.91,0.45,0.55,0.45
"Glass Bottle With Removable Fabric Cover - Grey, BB1317",10,9,11,12,6,11,7,18,8,15,6,4,6,12,9,9,11,14,10,6,11,11,8,7,17,3,8,4,7,10,8,11,7,14,17,14,8,12,9,7,4,6,8,7,6,15,3,10,12,5,11,8,3,18,0.47,0.4,0.53,0.6,0.2,0.53,0.27,1,0.33,0.8,0.2,0.07,0.2,0.6,0.4,0.4,0.53,0.73,0.47,0.2,0.53,0.53,0.33,0.27,0.93,0,0.33,0.07,0.27,0.47,0.33,0.53,0.27,0.73,0.93,0.73,0.33,0.6,0.4,0.27,0.07,0.2,0.33,0.27,0.2,0.8,0,0.47,0.6,0.13,0.53,0.33
All Time Plastic Soup Strainer - Assorted Colour,11,11,8,12,26,5,5,18,13,9,6,10,9,14,10,8,12,6,3,12,7,8,8,5,9,7,4,7,7,8,11,7,11,6,13,5,6,11,7,4,14,5,5,12,7,3,5,7,11,8,8,6,3,26,0.35,0.35,0.22,0.39,1,0.09,0.09,0.65,0.43,0.26,0.13,0.3,0.26,0.48,0.3,0.22,0.39,0.13,0,0.39,0.17,0.22,0.22,0.09,0.26,0.17,0.04,0.17,0.17,0.22,0.35,0.17,0.35,0.13,0.43,0.09,0.13,0.35,0.17,0.04,0.48,0.09,0.09,0.39,0.17,0,0.09,0.17,0.35,0.22,0.22,0.13
"Active Salt Toothpaste - Saver Pack 300 g + Mouthwash - Plax, Active Salt 250 ml",8,4,13,14,12,5,10,11,11,18,13,13,15,7,9,7,18,13,6,6,13,9,9,6,7,7,6,11,12,2,9,7,5,3,9,8,16,12,6,5,9,3,4,9,10,6,10,8,5,7,6,8,2,18,0.38,0.13,0.69,0.75,0.63,0.19,0.5,0.56,0.56,1,0.69,0.69,0.81,0.31,0.44,0.31,1,0.69,0.25,0.25,0.69,0.44,0.44,0.25,0.31,0.31,0.25,0.56,0.63,0,0.44,0.31,0.19,0.06,0.44,0.38,0.88,0.63,0.25,0.19,0.44,0.06,0.13,0.44,0.5,0.25,0.5,0.38,0.19,0.31,0.25,0.38
"Baby Food with Sprouted Grains - Ragi Rich, 6+ Months, Rich in Vitamins & Minerals, No Milk",13,11,14,9,11,14,8,8,4,4,10,15,10,9,13,14,15,13,11,16,9,7,13,19,11,18,3,7,7,8,5,6,14,12,10,10,10,11,7,9,8,10,6,7,8,9,6,12,10,8,9,9,3,19,0.63,0.5,0.69,0.38,0.5,0.69,0.31,0.31,0.06,0.06,0.44,0.75,0.44,0.38,0.63,0.69,0.75,0.63,0.5,0.81,0.38,0.25,0.63,1,0.5,0.94,0,0.25,0.25,0.31,0.13,0.19,0.69,0.56,0.44,0.44,0.44,0.5,0.25,0.38,0.31,0.44,0.19,0.25,0.31,0.38,0.19,0.56,0.44,0.31,0.38,0.38
Biofluence Therapeutic Shampoo,5,7,16,16,11,12,8,5,9,12,7,7,9,15,11,12,13,16,11,11,9,10,12,17,13,11,9,8,4,10,5,8,9,5,6,10,5,7,7,5,15,8,4,5,11,9,9,8,9,11,6,13,4,17,0.08,0.23,0.92,0.92,0.54,0.62,0.31,0.08,0.38,0.62,0.23,0.23,0.38,0.85,0.54,0.62,0.69,0.92,0.54,0.54,0.38,0.46,0.62,1,0.69,0.54,0.38,0.31,0,0.46,0.08,0.31,0.38,0.08,0.15,0.46,0.08,0.23,0.23,0.08,0.85,0.31,0,0.08,0.54,0.38,0.38,0.31,0.38,0.54,0.15,0.69
Vitamin D3 Tablets - 5000 IU D3,6,8,13,10,11,12,9,8,10,9,16,14,12,12,16,10,7,15,13,15,12,9,7,13,17,11,10,10,13,8,7,12,7,1,12,8,7,9,5,10,9,4,6,10,11,15,3,7,8,12,11,8,1,17,0.31,0.44,0.75,0.56,0.63,0.69,0.5,0.44,0.56,0.5,0.94,0.81,0.69,0.69,0.94,0.56,0.38,0.88,0.75,0.88,0.69,0.5,0.38,0.75,1,0.63,0.56,0.56,0.75,0.44,0.38,0.69,0.38,0,0.69,0.44,0.38,0.5,0.25,0.56,0.5,0.19,0.31,0.56,0.63,0.88,0.13,0.38,0.44,0.69,0.63,0.44
Organic Kala Chana,14,8,11,10,6,9,15,13,14,9,14,13,13,6,16,8,11,5,7,8,7,9,5,6,11,12,8,7,8,4,10,11,8,12,16,8,11,8,8,11,6,7,5,8,6,7,7,4,3,5,8,7,3,16,0.85,0.38,0.62,0.54,0.23,0.46,0.92,0.77,0.85,0.46,0.85,0.77,0.77,0.23,1,0.38,0.62,0.15,0.31,0.38,0.31,0.46,0.15,0.23,0.62,0.69,0.38,0.31,0.38,0.08,0.54,0.62,0.38,0.69,1,0.38,0.62,0.38,0.38,0.62,0.23,0.31,0.15,0.38,0.23,0.31,0.31,0.08,0,0.15,0.38,0.31
Soya Nuts - Roasted,6,15,9,14,18,7,11,9,14,8,11,7,15,9,13,19,12,19,12,9,16,16,12,14,13,7,8,14,9,11,9,7,10,8,3,13,8,13,9,9,9,14,6,14,14,16,16,8,13,10,13,14,3,19,0.19,0.75,0.38,0.69,0.94,0.25,0.5,0.38,0.69,0.31,0.5,0.25,0.75,0.38,0.63,1,0.56,1,0.56,0.38,0.81,0.81,0.56,0.69,0.63,0.25,0.31,0.69,0.38,0.5,0.38,0.25,0.44,0.31,0,0.63,0.31,0.63,0.38,0.38,0.38,0.69,0.19,0.69,0.69,0.81,0.81,0.31,0.63,0.44,0.63,0.69
Potato Crisp Chips - Original,2,4,3,7,4,4,4,5,2,2,2,1,2,5,3,2,6,4,4,9,6,4,2,3,6,6,3,4,7,7,5,4,3,1,5,3,3,6,2,5,7,2,7,6,3,7,5,4,5,5,6,3,1,9,0.13,0.38,0.25,0.75,0.38,0.38,0.38,0.5,0.13,0.13,0.13,0,0.13,0.5,0.25,0.13,0.63,0.38,0.38,1,0.63,0.38,0.13,0.25,0.63,0.63,0.25,0.38,0.75,0.75,0.5,0.38,0.25,0,0.5,0.25,0.25,0.63,0.13,0.5,0.75,0.13,0.75,0.63,0.25,0.75,0.5,0.38,0.5,0.5,0.63,0.25
5 Star Oreo Chocolate Bar,15,7,10,18,21,8,7,12,13,15,12,15,22,15,8,9,13,16,13,18,16,12,28,15,25,20,8,8,4,4,5,10,9,9,7,12,7,8,12,4,9,6,20,17,9,18,10,14,15,19,20,20,4,28,0.46,0.13,0.25,0.58,0.71,0.17,0.13,0.33,0.38,0.46,0.33,0.46,0.75,0.46,0.17,0.21,0.38,0.5,0.38,0.58,0.5,0.33,1,0.46,0.88,0.67,0.17,0.17,0,0,0.04,0.25,0.21,0.21,0.13,0.33,0.13,0.17,0.33,0,0.21,0.08,0.67,0.54,0.21,0.58,0.25,0.42,0.46,0.63,0.67,0.67
Pad Thai Noodles,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5
Xanthan Gum,14,20,15,11,10,20,18,12,18,11,17,18,13,24,11,18,21,12,14,22,15,22,20,21,34,26,13,11,11,16,16,11,9,15,19,14,20,18,17,19,8,15,17,13,10,20,19,15,18,22,26,18,8,34,0.23,0.46,0.27,0.12,0.08,0.46,0.38,0.15,0.38,0.12,0.35,0.38,0.19,0.62,0.12,0.38,0.5,0.15,0.23,0.54,0.27,0.54,0.46,0.5,1,0.69,0.19,0.12,0.12,0.31,0.31,0.12,0.04,0.27,0.42,0.23,0.46,0.38,0.35,0.42,0,0.27,0.35,0.19,0.08,0.46,0.42,0.27,0.38,0.54,0.69,0.38
Mint Seasoning,0,5,0,2,6,2,0,2,3,5,4,5,1,1,2,4,5,2,1,3,1,0,3,4,4,1,2,3,3,1,2,3,2,2,3,2,0,4,3,2,3,1,2,3,3,4,4,2,2,0,4,4,0,6,0,0.83,0,0.33,1,0.33,0,0.33,0.5,0.83,0.67,0.83,0.17,0.17,0.33,0.67,0.83,0.33,0.17,0.5,0.17,0,0.5,0.67,0.67,0.17,0.33,0.5,0.5,0.17,0.33,0.5,0.33,0.33,0.5,0.33,0,0.67,0.5,0.33,0.5,0.17,0.33,0.5,0.5,0.67,0.67,0.33,0.33,0,0.67,0.67
Cranberry Kombucha,5,3,4,2,2,2,4,2,5,2,3,5,5,1,3,7,3,3,2,7,4,3,5,6,6,7,2,2,0,5,3,3,2,2,4,1,1,4,4,4,1,1,3,4,2,4,2,3,4,8,2,5,0,8,0.63,0.38,0.5,0.25,0.25,0.25,0.5,0.25,0.63,0.25,0.38,0.63,0.63,0.13,0.38,0.88,0.38,0.38,0.25,0.88,0.5,0.38,0.63,0.75,0.75,0.88,0.25,0.25,0,0.63,0.38,0.38,0.25,0.25,0.5,0.13,0.13,0.5,0.5,0.5,0.13,0.13,0.38,0.5,0.25,0.5,0.25,0.38,0.5,1,0.25,0.63
Nomarks - Antimarks Soap For Normal Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1 Perfume Spray - For Men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Passiflora Herb Powder - Supports Low Stress, Strain & Low Blood Pressure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zeb Rise Wired 1200 DPI USB Optical High Precision Mouse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Glass Cleaner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aika Snack Bowl Set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyderabadi Dum Biryani Masala,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,1,0,0,0,0.5,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,0.5
Mogo Mogo Fruit Green Tea Make Brew Iced Tea or Hot Tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,1,0,0,0
"Cat Treats - Salmon Rings, Purr-Fect",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0.33,0,0,0,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,1,0,0.33,0,0,0,0,0,0,0.33
Breakfast Protein Variety Bar - Almond Coconut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Medium Wire Hooks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Intense Gel Lime  Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
Tahini,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1
Atta Noodles - Masala,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Original Deodorant For Women,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0
Noodles - Medium Egg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Chef Pasta- Penne Rigate 500g +Sauce - Arrabiata 270g +Borges Olive Oil 1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Blemishes & Acne Control Sheet Mask (Pack of 6),0,0,0,2,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,1,0,0,1,2,1,0,0,1,1,2,1,3,0,1,1,1,0,1,1,0,0,2,0,2,0,1,1,1,2,1,0,3,0,0,0,0.67,0,0,0,0,0,0,0,0.33,0,1,0.33,0.33,0.33,0,0,0.33,0,0.33,0,0,0.33,0.67,0.33,0,0,0.33,0.33,0.67,0.33,1,0,0.33,0.33,0.33,0,0.33,0.33,0,0,0.67,0,0.67,0,0.33,0.33,0.33,0.67,0.33
"Super Tight Plastic Container - Printed, Assorted Colour",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,1,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.33,0,1,0,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,0,0,0,0,0.33,0,0.33,0.33,0,0,0,0,0.33,0.33,0.67,0,0.33,0.33,0.67,0,0.33,0.33,0
